"ID","Bankruptcy","Realized.Sales.Gross.Profit.Growth.Rate","Operating.Expense.Rate","Operating.Profit.Per.Share..Yuan...","Gross.Profit.to.Sales","Tax.rate..A.","Current.Liability.to.Liability","Continuous.Net.Profit.Growth.Rate","Long.term.Liability.to.Current.Assets","Total.assets.to.GNP.price","Current.Liabilities.Equity","CFO.to.Assets","Current.Liability.to.Current.Assets","Persistent.EPS.in.the.Last.Four.Seasons","Cash.Total.Assets","Inventory.Working.Capital","Net.Value.Per.Share..B.","Current.Assets.Total.Assets","Net.Worth.Turnover.Rate..times.","Interest.Coverage.Ratio..Interest.expense.to.EBIT.","Equity.to.Liability","Operating.profit.Paid.in.capital","No.credit.Interval","Interest.bearing.debt.interest.rate","Net.Income.to.Stockholder.s.Equity","Quick.Ratio","Cash.Flow.to.Sales","Equity.to.Long.term.Liability","Working.Capital.Equity","After.tax.net.Interest.Rate","Current.Liability.to.Assets","Net.Value.Per.Share..C.","Revenue.per.person","Borrowing.dependency","Operating.Profit.Rate","Long.term.fund.suitability.ratio..A.","Pre.tax.net.Interest.Rate","After.tax.Net.Profit.Growth.Rate","Operating.profit.per.person","Realized.Sales.Gross.Margin","Cash.Current.Liability","Current.Liability.to.Equity","Total.expense.Assets","Current.Asset.Turnover.Rate","Fixed.Assets.Turnover.Frequency","ROA.B..before.interest.and.depreciation.after.tax","Quick.Asset.Turnover.Rate","Debt.ratio..","Retained.Earnings.to.Total.Assets","Total.debt.Total.net.worth","Fixed.Assets.to.Assets","Total.Asset.Growth.Rate","Inventory.and.accounts.receivable.Net.value","Net.Income.Flag","Per.Share.Net.profit.before.tax..Yuan...","Continuous.interest.rate..after.tax.","Liability.Assets.Flag","Working.Capital.to.Total.Assets","Degree.of.Financial.Leverage..DFL.","Operating.Gross.Margin","Contingent.liabilities.Net.worth","Operating.Profit.Growth.Rate","Cash.Flow.to.Liability","Quick.Assets.Total.Assets"
12,0,0.0147365166495515,25007669.8331628,0.0760445228276736,0.643340724277879,0,0.709185634422551,0.401633983969652,0.00784963901277272,0.00983139369487716,0.55825445649985,0.637982841051734,0.0693587284742569,0.190469155025637,0.124516688630047,0.453099793919861,0.232645367422422,0.559300286209038,0.112787822615586,0.60190576310214,0.0184296730208521,0.2096911887764,0.594059199713154,0.00167469820796512,0.823962646026195,0.0156054780884205,0.667407548253464,0.117459374481588,0.83319801820212,0.81859583961041,0.133915760604113,0.396156912431666,0.0360394512984574,0.498877677713189,0.998927874635786,0.00761693917664062,0.869727370929136,0.735828197640451,0.407222687226366,0.741268944092162,0.0122816982995347,0.265229408584463,0.0454200895510618,9.76582360012344e-05,0.00168189293530791,0.534856677958546,0.000557590596583632,0.103033915031904,0.93779472498429,0.0428467445654243,0.280911912820838,80903041.8101234,0.618185874070147,1,0.29839973025132,0.759234659300309,0,0.89187822841713,0.0501621302561386,0.612742310547584,0.0571576459091123,0.864959759582378,0.400540568084609,0.560790099685313
13,0,0.0437151516432599,0.00311335560059571,0.123675881505018,0.59624037253839,0,0.873147814782932,0.245785373434255,0,0.0172837753234892,0.339891740349731,0.602862221511368,0.0123795137246196,0.410096322629384,0.398383621452493,0.458839250327014,0.431290735325918,0.501321352069061,0.0128373400026486,0.640026686830514,0.0932726251122897,0.126573725890174,0.679384652821079,0.00443606180660472,0.856202989340733,0.0159264803817441,0.688325677654891,0.297783702598843,0.75537776965394,0.795945820146921,0.157164992332082,0.201305882495057,0.0455776097220915,0.348055541356839,0.999425485400385,0.0327123836637614,0.871837536770682,0.828386883104406,0.358313557410379,0.564702300137625,0.0574410489872875,0.39183783470303,0.0304918592114694,0.00107467020920323,0.00769951969767406,0.560944701232233,0.000192179518393365,0.0767342587043651,0.970622168873926,0.0041471661221013,0.0572348439159421,2071261.35078178,0.409921768670914,1,0.17231265686658,0.865580364342974,0,0.906062212942058,0.159085687750405,0.573257114737451,0.00266980366015726,0.879006782600875,0.560126070981605,0.584793345313433
15,0,0.0104912414992653,0.00446837134730825,0.0883671138623524,0.712421573752209,0.168282482146334,0.618031411683778,0.212445761220444,0.0149376829666717,0.0551038285042628,0.348419187302652,0.686704444486537,0.19483300288891,0.302441345586947,0.0877419802034228,0.238065474286191,0.207520174262831,0.373054822351743,0.0367138951305737,0.574588555641787,0.148801620772218,0.142316938644866,0.568781698840263,0.00266759703439825,0.826643876937541,0.0231732260338519,0.639020900525218,0.150899412057424,0.72862081254297,0.810768593138356,0.183019155028792,0.204482515292616,0.0152654530954514,0.595202835934394,0.999384046791919,0.0258118570593873,0.776719342560412,0.705444707523865,0.56550160787333,0.685397088087077,0.00338560214962942,0.516366240244687,0.0410704752622951,2.42484776975127e-05,0.00209654855997911,0.539917210145557,0.00140925959927457,0.0702993586701576,0.952107169282506,0.00393922337504843,0.250159168789335,756723.540303649,0.41439193078642,1,0.417693837433213,0.817578767362763,0,0.73042732118232,0.0335409828902066,0.754373991700428,0.0132590696342956,0.85206873889366,0.631116323550313,0.241681548517542
17,0,0.0718904148827236,0.000172337298265736,0.102009621984644,0.64166878899022,0.320637511505416,0.961900441717268,0.317211537081433,0,0.00867022694415151,0.569285777216108,0.583300522329953,0.0474361902318503,0.177338658742531,0.174127593341307,0.429972191959787,0.322878889668588,0.527510662843023,0.0810191767513513,0.707156686148143,0.0297541094887513,0.11159270595451,0.72181815141407,0.000458412257999622,0.837797838660913,0.0122922188789356,0.796761621348462,0.298343921885709,0.794222419503284,0.810845445507404,0.175994393583801,0.442820242242351,0.0224741304433887,0.433714343827148,0.998874390276902,0.0197654119446861,0.861618483727071,0.769231554119853,0.334540377929582,0.698509466139967,0.0401370546799333,0.30737488823346,0.019334794695008,0.00265661817393096,0.000324444489187803,0.539303945373146,0.000374294893557799,0.273056532409775,0.965078671913805,0.0181728868218499,0.305155207722396,30495516.216811,0.630229826610357,1,0.236621737560779,0.749932885557234,0,0.878223138485709,0.0779000642749334,0.55036191949473,0.0252290303711198,0.904692033748857,0.433094737573033,0.41001364543583
18,0,0.112660536565705,0.000500482326461762,0.0689992088148445,0.71626905711449,0,0.941364787558945,0.179940381275144,0.00291321337176746,0.000212486275911849,0.332326450844161,0.671050349517722,0.0278170499892095,0.308506102884582,0.33364990066298,0.349865398036643,0.28839856269025,0.615138450171694,0.0406338208329788,0.703315615347418,0.0690558527449691,0.113888127632961,0.755835260773321,0.0010384319703216,0.814304202365464,0.0433499835689667,0.643264757026672,0.19700183750907,0.710218085357324,0.831179333985827,0.0913078600260704,0.173605928961658,0.056441800692311,0.391850534267085,0.999269458225116,0.0637469828301778,0.83096009093345,0.769713600451778,0.354101797598188,0.631835387944441,0.0464144791135484,0.399683650376276,0.0300375155992843,0.00656379858627235,0.000496202604520624,0.542613785258952,0.00269152300647067,0.074900048825122,0.949296010826028,0.00225232460306089,0.397355039702697,9.94496542796828e-05,0.406887775146549,1,0.199014847632487,0.821593251858988,0,0.871080322621006,0.077882719629062,0.578429288622289,0.00741257205487391,0.903451186778512,0.518047987399596,0.523479251897458
19,0,0.0128165249718765,27011695.9661285,0.157276766650384,0.632013858998526,0.365408177191402,0.953102426512884,0.250230804310967,0.00170405688526811,0.00632829423998269,0.556914373819314,0.697396970941531,0.0349550008888071,0.379389433304094,0.0830520141490498,0.333401202711121,0.157422819505564,0.825596107342055,0.125497950325291,0.709820901548656,0.121977193069734,0.0864669222370656,0.585305686495595,0.0038444258692767,0.864311045632061,0.0041108496625811,0.721225907515914,0.242378998847199,0.755108992860751,0.803588435514906,0.228157683714986,0.382701409899673,0.0118376052968071,0.35688646097764,0.999379938516605,0.00599261037100394,0.822596329106501,0.673955803178905,0.57925005019663,0.696912768800865,0.0227460664015583,0.582931805360956,0.00679239022368986,7.73627061003616e-05,0.00131486247504513,0.604481808092562,0.000379944360866841,0.281649932117378,0.95616522395002,0.0330783939348257,0.256865143477132,1586277387.32117,0.616413811589237,1,0.15276592544455,0.854375914649071,0,0.793406991790971,0.0232694666605721,0.740879792795549,0.0250343421520395,0.904797144880477,0.675890256508774,0.395562763731541
20,0,0.0172464035213999,0.00127370879811942,0.183210681714238,0.57971919259569,0,0.526908671224831,0.41834363022107,0.141110214285341,0.104765895304633,0.33080668346893,0.612901194344876,0.198565729184877,0.204510017613092,0.104886565468498,0.224077892904843,0.264083224125921,0.288938936900873,0.0396411796530582,0.507622571071996,0.115765275999258,0.224637841537797,0.604695582271261,0.000324196926625616,0.88557950567835,0.00669812379325032,0.665024203593149,0.150271394641145,0.83708521676712,0.889283726862241,0.0910770885132366,0.171855339117929,0.0128112808847323,0.604662155766889,0.997405271059777,0.0114301716049648,0.765254992997407,0.744914395025726,0.524519291534735,0.667387720820025,0.00362549839258422,0.451161415787929,0.0718610970306876,0.000449545812731883,417781219.002583,0.615270531438192,0.000804699572074336,0.0744429467336711,0.933804808615597,0.0386103384272571,0.852592323263193,4827296.025028,0.398105790775099,1,0.393733415070056,0.7795121186213,0,0.721803375281556,0.0662416540131465,0.685854924376116,0.0249801854522309,0.822124189638836,0.561930183434464,0.269024884838646
21,0,0.0427085049194497,0.00019829759528826,0.263411035644335,0.646545992305838,0.073446526551568,0.987354908406979,0.184512577670658,0.00284738022768584,0.00375683851587479,0.388743693879245,0.49618909387064,0.0333905872347697,0.405764261335345,0.0261304701468492,0.360367853882123,0.413404183368039,0.926403246210931,0.0651056549355665,0.529047918999345,0.0241557155074497,0.249839464225341,0.674739622754546,0.000959719968294828,0.902187279066944,0.000782608233369959,0.621299079090655,0.224436113929285,0.717221528871893,0.854742476740892,0.154619440516486,0.229580921089202,0.0688784025486118,0.385769391141369,0.999473018398198,0.00804859041803318,0.834798680042312,0.822510563669405,0.501062196904126,0.707738596772801,0.000246150090757245,0.362990762303303,0.0544553764109737,0.00342018972749835,0.000383411984954244,0.683774742344564,0.000352359288137625,0.133407171438565,0.956760496744338,0.00971154848230221,0.148991488733628,141478937452.681,0.470915641352292,1,0.179343288436724,0.862982924286132,0,0.863293594878861,0.150093991818642,0.669572648105826,0.0250285307986995,0.831585577024221,0.482314287594261,0.263459029294573
22,0,0.144073957432867,3.80111609027114e-05,0.0758611181789156,0.672143543138171,0.238578296283838,0.845647115367062,0.285927454754411,0.0280194068655098,0.00724137467859412,0.320106427242841,0.624201069351366,0.153074997470636,0.254092888914265,0.229252025078553,0.440771106557219,0.197434185597583,0.61604851029184,0.0445778263525379,0.715973037536961,0.0772757130884441,0.253759814564433,0.78686990285855,7.34865944716384e-05,0.820820571741506,0.0207986369842407,0.71558160864718,0.144299616504861,0.77732381788437,0.870090619398866,0.147203537856137,0.176918741977919,0.0610002413295919,0.579937980054647,0.999073768032708,0.00415364154342078,0.865397332022712,0.697515005021672,0.451177506513058,0.583550959794195,0.0718639017717515,0.459627072014331,0.112609857249418,116563.012243497,0.000461392502273396,0.498451584828365,57456077.014982,0.190014540743905,0.943592723471518,0.0191097742912558,0.237888003548364,745459084.208704,0.389628422058034,1,0.390320286111937,0.797149720719804,0,0.86713979116006,0.0301111065733341,0.64522843933132,0.00391200608329312,0.907909559796487,0.578449962457617,0.641708357659333
23,0,0.0659382284729454,1080552.46451568,0.0914148604187995,0.612307108981234,0.0294165163165794,0.987417676908557,0.210064760438795,0,0.0690578478790686,0.543362002888293,0.727762673441631,0.0693027871666877,0.32336006081392,0.236097325414624,0.275843658561138,0.250287487475407,0.171310577151272,0.0662829377203732,0.686975303153542,0.105465155870821,0.0691991447483924,0.714308041647107,0.00442007276868206,0.831803498189179,0.00396854108817867,0.759477232932458,0.123392920187579,0.725141252405728,0.829834220986549,0.264568807578275,0.406082036731694,0.0228162358927061,0.375559220725068,0.999290482664634,0.0674831229963769,0.7970396924593,0.730183022461998,0.33715321586681,0.686088504152487,0.0227260677500554,0.457187186909335,0.00383950685121894,12977736.1364556,1032142.99379998,0.577367275280993,4913414662.2837,0.192955178706209,0.942497208398859,0.0036672534058693,0.747457728609728,123501.888011224,0.601452270311698,1,0.184328675474762,0.829182937084306,0,0.725062989683486,0.0469061316529275,0.555935536503889,0.0198662554814987,0.897197887856692,0.563446138232845,0.139837782436432
24,0,0.028151520147861,1271063.14841969,0.156921360989121,0.61406020488845,0.56942990478171,0.753573415741055,0.161646488747799,0.00566788532723626,0.00125586135283364,0.437368762287552,0.584654479440898,0.033170140940475,0.217084245595749,0.107816804720397,0.463978777735155,0.198764675046543,0.519490588700171,0.151297380189897,0.626926709209735,0.124991069674292,0.0811054425510195,0.643039067424876,0.00860841328081503,0.866440811374301,0.0147546014800292,0.789520157353669,0.141622905874204,0.692966784715232,0.865702805481656,0.0424793814800514,0.281845522743266,0.00882309955084536,0.418820874135518,0.999064038994471,0.00555783652882742,0.873391344488983,0.704224097776908,0.479197760065785,0.768273724744186,0.0224798129034067,0.455705017974183,0.00966964310012773,0.000257174924486397,0.00486585223083422,0.605747944223372,0.000191553783282013,0.212153502998623,0.941567219197614,0.000974040851814324,0.469401503743162,80743331040.7909,0.505138670647969,1,0.222816978773346,0.778630019807886,0,0.888663297292225,0.0324887259118003,0.669904300394291,0.0642457016028748,0.874056485314952,0.585458022271352,0.381852312266459
25,0,0.0679265739677149,0.00386543373066944,0.326393549158633,0.568799385550094,0.185600385842994,0.931792611264811,0.277485178347198,0.00230020313407154,0.00289820593196995,0.485505530243905,0.643037697533107,0.0268061178945776,0.26671998264367,0.390993006128085,0.307021197968773,0.166395167553919,0.812993114508364,0.075162046532959,0.611320250663202,0.020110803615667,0.27483129676026,0.716963319285833,0.00965927642843497,0.916921166286036,0.00526118853322998,0.634547815670056,0.181005003881441,0.774611663395847,0.82732674678723,0.198834346952838,0.335662014832327,0.0807597681959311,0.358162859652874,0.999061538961543,0.0619701126195351,0.81203758036746,0.669001242956702,0.557159565893416,0.611934230936762,0.0136592078446069,0.312005020153209,0.134279725055574,11278395.4500918,0.0190554523360014,0.760209940031505,10224126539.0348,0.110492365945124,0.958321893785338,0.0187617956727489,0.114697391011238,147307478.061958,0.554641811578939,1,0.189869441252035,0.793582682462475,0,0.838096676324108,0.020016030495425,0.723263163876608,0.00633711124093763,0.867432386843774,0.440137825398435,0.803827111014266
27,0,0.0677081398861793,51438363542.1873,0.111759289591722,0.727242489194229,0,0.498071424909993,0.404379855276277,0.00301362475967644,0.00509807428725975,0.467439024799273,0.553335504779783,0.0733190504406215,0.181150557105484,0.0478475326469968,0.271932045880391,0.178010119976828,0.417160350712892,0.0262973952632882,0.636814654142749,0.197282776314936,0.147757453136464,0.716768371088952,0.000229900383665861,0.849267866117819,0.0433423978001231,0.719480097274861,0.118611330576844,0.831863901059601,0.82838522385624,0.024268629753398,0.305829241687434,0.0164995484444741,0.479497020791345,0.998855815019316,0.0100662738928615,0.794559934558499,0.690861721326581,0.572580145636318,0.613364565128391,0.0113528021996153,0.556759309992279,0.0219768979703182,0.00151453559318233,3.43261169015755e-05,0.562754861272339,1142447.43173984,0.12939422548276,0.934093587066576,0.0357466903315116,0.458795683676437,470694854567.1,0.532703826116646,1,0.269003930296828,0.757961521709469,0,0.772627706377051,0.0289205149727779,0.734329780122294,0.00707937539844524,0.876671204790255,0.66687377126196,0.209113301929727
